-0.710852	-0.0762043
-0.785157	-0.389804
-0.708345	-0.414824
-0.776553	-0.417881
-0.832025	-0.121874
-0.528835	-0.244223
-0.740533	-0.432092
-0.534796	-0.110865
-0.636754	-0.165337
-0.817723	-0.298317
-0.896781	-0.262791
-0.809433	-0.180321
-0.876352	-0.140729
-0.813392	-0.260657
-0.616616	-0.0623354
-0.0616859	0.472641
-0.151881	0.740304
0.224154	0.510216
-0.17073	0.658439
-0.0707	0.628798
-0.0695946	0.658152
-0.144406	0.7437
-0.121695	0.758783
-0.425791	0.793764
-0.366888	0.636171
-0.284751	0.598908
-0.458362	0.680118
-0.52924	0.738125
-0.619468	0.784435
-0.672824	0.67562
-0.731569	0.606725
-0.76192	0.681615
-0.772138	0.635434
-0.730893	0.620513
-0.780465	0.599346
-0.769429	0.655852
-0.570322	0.0693491
-0.644442	-0.132066
-0.7771	-0.0121407
-0.831535	0.162736
-0.825493	0.223563
-0.924115	0.295058
-0.980147	0.473024
-0.764867	0.422149
-0.736812	0.436912
-0.567322	0.344533
-0.409577	0.299927
-0.231023	0.258094
-0.55459	0.622199
-0.734396	0.847244
-0.583122	0.834299
-0.322358	0.821275
-0.254398	0.831008
-0.238356	0.873995
-0.269826	0.882993
-0.27746	0.885666
-0.382769	0.948636
-0.610631	0.891489
-0.33463	0.640512
0.00848286	0.617811
-0.134796	0.653164
-0.282391	0.761582
-0.335234	0.884383
-0.382834	0.983221
-0.478774	0.944931
-0.621008	0.911607
-0.624212	0.877363
-0.556044	0.452035
-0.488599	0.0189981
-0.518729	-0.0465571
-0.445225	-0.113483
-0.415297	-0.0800718
-0.425041	-0.0699686
-0.366868	-0.0126708
-0.347994	0.198344
-0.018951	0.295968
0.199319	0.480715
0.480919	0.455255
0.477491	0.686765
0.18772	0.641985
0.0459961	0.737536
0.105163	0.57299
0.109384	0.470423
0.0897977	0.333444
0.114068	0.261232
-0.0686512	0.296063
-0.333173	0.36705
-0.480344	0.451705
-0.442291	0.43655
-0.26538	0.443256
-0.0419761	0.707446
0.0699117	0.571983
0.0445302	0.594989
